_id,ปี พ.ศ.,เดือน,ประเภทรถ,ยี่ห้อ,รุ่น,จำนวน
44,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,320d GT M Sport,1
45,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,320d M Sport,132
46,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,320Li,1
47,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,320Li Limousine LWB RHD,11
48,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,330e M Sport,81
49,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,330Li,5
50,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,330Li Limousine RHD,3
51,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,430i Cabrio RHD,3
52,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,430i Coupe RHD,25
53,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,520d M Sport,51
54,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,520d M Sport Pro,36
55,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,530e Elite,2
56,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,530e Luxury,22
57,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,530e M Sport,29
58,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,530e M Sport Pro,56
59,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,630i Gran Turismo RHD,29
60,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,740d M Sport,6
61,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,750e xDrive M Sport,9
62,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,i4 eDrive35 Gran Coupe RH,5
63,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,i5 eDrive40 RHD,2
64,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,i5 M60 xDrive RHD,3
65,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,i7 xDrive60 Limousine RHD,7
66,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,iX xDrive40 RHD,17
67,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,iX xDrive50 RHD,10
68,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,iX2 xDrive30 RHD,5
69,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,iX3 M Sport RHD,65
70,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M2 Coupe RHD MX,5
71,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M240i xDrive Coupe RHD MX,1
72,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M3 Competition M xDrive T,1
73,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M340i xDrive,16
74,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M440i xDrive Coupe RHD,1
75,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,M760e xDrive,4
76,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive18d xLine,1
77,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive18i,4
78,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive20d M Sport,5
79,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive20d xLine,9
80,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive20i M Sport,102
81,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive20i xLine,31
82,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 sDrive30e M Sport,13
83,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X1 xDrive30e,1
84,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X3 xDrive20d M Sport,52
85,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X3 xDrive30e M Sport,32
86,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X3 xDrive30e xLine,1
87,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X4 xDrive20d RHD,22
88,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X5 xDrive30d M Sport,27
89,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X5 xDrive40e M Sport,1
90,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X5 xDrive45e M Sport,5
91,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X5 xDrive50e RHD,18
92,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X6 xDrive40i M Sport,15
93,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,X7 xDrive40d M Sport,19
94,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,XM 50e RHD,10
95,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,Z4 M40i RHD,3
96,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BMW,Z4 sDrive30i RHD,3
97,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD ATTO 3,679
98,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD ATTO3 (410KM-DYNAMIC),204
99,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD ATTO3 (410KM-PREMIUM),139
100,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD ATTO3 (480KM-EXT),260
101,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD DOLPHIN EXD,730
102,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD DOLPHIN STD,1316
103,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD SEAL EXD AWD,18
104,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD SEAL EXD RWD,53
105,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,BYD SEAL STD RWD,47
106,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,BYD,E6,6
107,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,CHANGAN,LUMIN,8
108,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,CHANGAN,LUMIN L DC,27
109,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,CHEVROLET,CORVETTE STINGRAY COUPE,1
110,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,CHEVROLET,CORVETTE STINGRAY COUPE 2LT,1
111,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,DEEPAL,L07,138
112,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,DEEPAL,S07,332
113,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,DEEPAL,S07 L,8
114,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,DFSK,GLORY 580 I-AUTO,1
115,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FENGCHI,DYQ1030BEV1-H,3
116,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FERRARI,296 GTB,2
117,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FERRARI,F8 SPIDER,1
118,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FERRARI,PORTOFINO,1
119,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FERRARI,PUROSANGUE,3
120,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FERRARI,ROMA,1
121,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FOMM,FOMM ONE,1
122,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,EVEREST,732
123,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,FORD RANGER iFBW9B4,1
124,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,MUSTANG,5
125,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,RANGER,992
126,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,RANGER RAPTOR,198
127,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,FORD,RANGER SWB,3
128,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,GWM TANK,300 HYBRID,59
129,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,GWM TANK,500 HYBRID,16
130,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HAVAL,H6 HEV PRO,14
131,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HAVAL,H6 HEV ULTRA,49
132,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HAVAL,H6 PLUG-IN HYBRID,33
133,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HAVAL,JOLION HYBRID,181
134,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,ACCORD,194
135,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,ACCORD HYBRID,1
136,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,ACCORD'13,1
137,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,BR-V,17
138,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,CITY,1310
139,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,CITY HATCHBACK,1442
140,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,CIVIC,607
141,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,CIVIC TYPE R,9
142,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,CR-V,774
143,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,e:N1,3
144,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,HR-V,2028
145,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,JAZZ,1
146,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,N BOX G EX TURBO,1
147,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,NSX-R,1
148,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,ODYSSEY e-HEV ABSOLUTE EX,2
149,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,S660 ALPHA,2
150,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEP WGN e-HEV AIR,5
151,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEP WGN e-HEV SPADA PREMIUM,21
152,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEP WGN SPADA HYBRID PREMIUM,2
153,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEPWAGON e:HEV PREMIUM LINE,1
154,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEPWAGON e:HEV SPADA PREMIUM,3
155,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEPWGN e:HEV AIR,2
156,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,STEPWGN e:HEV SPADA,1
157,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HONDA,WR-V,104
158,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HYUNDAI,CRETA,33
159,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HYUNDAI,SANTA FE,2
160,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,HYUNDAI,STARGAZER,138
161,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ISUZU,D-MAX,2007
162,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ISUZU,MU-X,1119
163,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,JAC,EVO-T8,9
164,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,JAGUAR,I-PACE AWD S,1
165,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,JEEP,COMPASS LIMITED,1
166,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,JEEP,GLADIATOR RUBICON,1
167,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,JEEP,RENEGADE TRAILHAWK 1.3 PHEV,1
168,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,KIA,CARNIVAL,11
169,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,KIA,EV5,29
170,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,KIA,EV9 GT LINE AWD,6
171,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,KIA,SORENTO,31
172,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAMBORGHINI,HURACAN EVO RWD,1
173,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAMBORGHINI,HURACAN TECNICA,2
174,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAMBORGHINI,URUS S,1
175,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAND ROVER,DEFENDER 2.0L T/C PETROL PHEV,1
176,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAND ROVER,RANGE ROVER 3.0 LITRE T/C,4
177,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAND ROVER,RANGE ROVER EVOQUE 1.5LITRE,2
178,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAND ROVER,RANGE ROVER SPORT 3.0 LITRE,1
179,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LAND ROVER,RANGEROVER SPORTSV EDITION ONE,1
180,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,ES300H,6
181,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,LBX,2
182,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,LM300h,2
183,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,LM350H,37
184,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,LM500H,3
185,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,NX300h,1
186,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,NX350H,7
187,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,NX450H+,8
188,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,RX200t,1
189,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,RX350H,1
190,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,RX450H+,8
191,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,RX500H,3
192,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,RZ450E,6
193,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LEXUS,UX250H,1
194,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LOTUS,ELETRE R,13
195,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,LOTUS,ELETRE S,18
196,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MASERATI,GHIBLI GT HYBRID,2
197,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MASERATI,GRECALE GT HYBRID,1
198,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MASERATI,MC20,1
199,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MASERATI,QUATTROPORTE GRANLUSSO,1
200,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,Mazda MX-5,1
201,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA 2,456
202,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA 3,66
203,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA 6,1
204,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA BT-50,38
205,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA CX-3,59
206,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA CX-30,183
207,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA CX-5,26
208,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MAZDA,MAZDA CX-8,41
209,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MCLAREN,750S SPIDER,1
210,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MCLAREN,765LT,1
211,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,A 200,34
212,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG C43 4MATIC Coupe,1
213,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG CLS 53 4MATIC,12
214,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG G 63,3
215,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG GLA 35 4MATIC,13
216,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,2
217,2567,สิงหาคม,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,MERCEDES BENZ,AMG GLE 53 4MATIC+,7
